Time,Frequency Reference,Output Frequency,Output Current,Output Voltage,Output Power,DC Bus Voltage,Output Frequency After Soft-start,Peak Voltage Current,Regenerative Power  (kWh),Power Supply Voltage,Power Supply Frequency,Electric Power (kWh),Cooling Fin Temperature,Peak Voltage Output Frequency,Motor q-Axis Current during Fault,Fin Temperature,RPM Ref,RPM Out,Power Factor,Slip (%),Daya Semu (kVA),Efficiency (%),Daya Output Motor (kW),Torque (Nm),Load,Temperature (C),Lifetime,Anomaly_Score,Anomaly,Smoothed_Anomaly_Score,Filtered_Anomaly
1631.32,48.17,48.16,82.32,371.1,45.7,585.0,48.16,199.8,0.0,398.0,49.9,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.863692715284174,0.0207641196013414,52.91233698198287,93.5,42.7295,141.29304142441862,457.2729478969356,,,0.19610156375392523,1,0.16516944463367825,0
1632.706,48.16,48.17,83.68,371.2,43.9,589.0,48.17,199.8,0.0,399.0,50.0,958.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8159701166023664,0.0207598090097696,53.80098989751738,93.5,41.0465,135.69971195764998,439.26219721390527,,,0.18863294623595311,1,0.16688571098075103,0
1634.04,48.17,48.17,82.01,371.1,45.3,587.0,48.17,199.8,0.0,398.0,49.9,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8593692474913937,0.0,52.713080125029336,93.5,42.3555,140.02726541415817,453.2705588562621,,,0.2000677103553009,1,0.16705314949526576,0
1635.371,48.16,48.16,88.05,371.2,46.7,588.0,48.16,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.824933471478402,0.0,56.61062572271039,93.5,43.6645,144.384792877907,467.278920498619,,,0.1067880953595961,1,0.1643658377491208,0
1636.704,48.16,48.16,83.16,371.1,42.8,590.0,48.17,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8007145248962136,0.0,53.45225878792147,93.5,40.018,132.32696220930234,428.2556273520535,,,0.15969427915476636,1,0.16664605261980536,0
1638.038,48.17,48.17,81.7,371.1,46.1,586.0,48.17,199.8,0.0,398.0,50.0,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8778640961764652,0.0,52.51382326807581,93.5,43.10349999999999,142.5001531035914,461.2753369376088,,,0.19473875250443284,1,0.16797710614158715,0
1639.37,48.17,48.17,87.61,371.3,46.9,589.0,48.17,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8324029023355272,0.0,56.3429078255369,93.5,43.8515,144.9730407930247,469.2801150189556,,,0.13077929704140356,1,0.16684036350429388,0
1640.701,48.17,48.17,82.76,371.2,39.7,588.0,48.17,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.746107541659076,0.0,53.20948761852938,93.5,37.1195,122.7170515881254,397.2371122868345,,,0.06577187262654216,1,0.16650672779368628,0
1642.034,48.17,48.17,81.97,371.1,46.7,585.0,48.17,199.8,0.0,398.0,49.9,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8863604387062733,0.0,52.68736956284179,93.5,43.66449999999999,144.35481887066635,467.27892049861896,,,0.13858811702517493,1,0.16534327750239133,0
1643.363,48.16,48.16,86.46,371.2,45.5,589.0,48.17,199.8,0.0,398.0,49.9,958.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8185167488294361,0.0,55.58835547967677,93.5,42.5425,140.67469113372093,455.2717533765987,,,0.1856594692003899,1,0.16751348881021375,0
1644.695,48.17,48.17,83.82,371.1,43.1,587.0,48.17,199.8,0.0,398.0,50.0,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7999779783099158,0.0,53.87648306401608,93.5,40.2985,133.22682426821672,431.2574191325584,,,0.17359648723179516,1,0.16864327033660645,0
1646.027,48.15,48.16,82.76,371.1,46.8,584.0,48.16,199.8,0.0,398.0,49.9,958.0,37.0,2.23,-11.5,32.0,2889.0,2889.6,0.8797794012156747,0.0207641196013257,53.19515316604594,93.5,43.75800000000001,144.69396802325585,468.27951775878745,,,0.12723511496107587,1,0.1663601532648339,0
1647.361,48.16,48.17,84.34,371.2,44.4,591.0,48.17,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8188055515244187,0.0207598090097696,54.225328488965296,93.5,41.514,137.24526676354577,444.26518351474704,,,0.19101256849826737,1,0.16708781683754487,0
1648.698,48.17,48.17,81.97,371.1,45.7,587.0,48.17,199.8,0.0,398.0,49.9,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8673805577917921,0.0,52.68736956284179,93.5,42.7295,141.2637092588748,457.2729478969355,,,0.2022649366405938,1,0.16862513433488807,0
1650.03,48.16,48.16,87.83,371.3,47.3,586.0,48.17,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8373994694494902,0.0,56.484392127803964,93.5,44.22549999999999,146.23984374999998,473.28250405962905,,,0.059794325041192975,1,0.16390758411962705,0
1651.367,48.16,48.16,83.29,371.1,39.7,588.0,48.15,199.8,0.0,399.0,50.0,958.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.7415596024832878,0.0,53.53581811503102,93.5,37.1195,122.74253270348838,397.2371122868345,,,0.06649324548842439,1,0.1608001135222727,0
1652.7,48.17,48.17,83.24,371.2,47.1,584.0,48.17,199.8,0.0,399.0,50.0,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8800761274663629,0.0,53.51809750321877,93.5,44.0385,145.591262715383,471.2813095392924,,,0.09094571087559677,1,0.15716026478439696,0
1654.037,48.17,48.17,84.39,371.2,44.0,591.0,48.17,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8109481636324531,0.0,54.25747535195377,93.5,41.13999999999999,136.0088229188291,440.26279447407353,,,0.1748697738919474,1,0.15709072153868867,0
1655.371,48.15,48.16,81.92,371.0,45.0,587.0,48.16,199.8,0.0,399.0,50.0,958.0,37.0,2.23,-11.5,32.0,2889.0,2889.6,0.8548462938509848,0.0207641196013257,52.64104239989174,93.5,42.075,139.12881540697674,450.268767075757,,,0.19793189152504054,1,0.15817121929121086,0
1656.718,48.16,48.16,86.77,371.3,45.6,590.0,48.16,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.817164833550567,0.0,55.80269503506262,93.5,42.636,140.98386627906976,456.2723506367671,,,0.17955734564473352,1,0.15741878065842094,0
1658.049,48.16,48.17,83.82,371.1,41.9,587.0,48.16,199.8,0.0,399.0,49.9,958.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.7777048095402661,0.0207598090097696,53.87648306401608,93.5,39.17649999999999,129.5174927340668,419.2502520105381,,,0.1322476285483578,1,0.1560845008920286,0
1659.422,48.17,48.17,87.39,371.3,46.3,590.0,48.17,199.8,0.0,400.0,50.0,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8238225492781299,0.0,56.20142352326982,93.5,43.2905,143.11837502594975,463.2765314579457,,,0.15802475436306013,1,0.15620169224718886,0
1660.797,48.17,48.17,81.61,371.1,45.8,587.0,48.16,199.8,0.0,398.0,50.0,958.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8731131283672247,0.0,52.45597450315381,93.5,42.823,141.57282022005396,458.2735451571039,,,0.1996048096111367,1,0.15759918673942996,0
1662.145,48.17,48.17,86.55,371.3,45.7,588.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8210385544681225,0.0,55.661210732795546,93.5,42.7295,141.2637092588748,457.2729478969355,,,0.18802636734144718,1,0.159051578637986,0
1663.575,48.16,48.16,81.52,371.0,45.2,585.0,48.16,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8628587883902314,0.0,52.384006060048506,93.5,42.262,139.74716569767443,452.26996159609376,,,0.19168080086688116,1,0.16157669966635899,0
1664.979,48.17,48.17,82.58,371.1,45.4,585.0,48.17,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8553215072732526,0.0,53.07945563620196,93.5,42.449,140.33637637533732,454.27115611643046,,,0.20297454569983447,1,0.1619209482390938,0
1666.338,48.16,48.16,85.8,371.1,46.0,592.0,48.16,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8341016150788021,0.0,55.14915589229992,93.5,43.010000000000005,142.22056686046514,460.2747396774406,,,0.17336289463712617,1,0.1615408234375611,0
1667.673,48.17,48.17,82.05,371.1,46.2,586.0,48.17,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8760155361544573,0.0,52.73879068721689,93.5,43.19700000000001,142.80926406477062,462.2759341977773,,,0.18952155473788107,1,0.16175262849595443,0
1669.007,48.17,48.16,87.03,371.3,45.6,585.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8147235735629405,0.0207641196013414,55.9699037559237,93.5,42.636,140.9838662790698,456.2723506367672,,,0.17975448904989444,1,0.16141338889975437,0
1670.343,48.16,48.16,83.33,371.2,41.5,590.0,48.16,199.8,0.0,400.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.7746011188950621,0.0,53.57596185659803,93.5,38.8025,128.30768531976744,415.24786296986485,,,0.14370963436582596,1,0.15964769940925327,0
1671.676,48.17,48.17,81.88,371.1,45.2,588.0,48.17,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8588335845495016,0.0,52.62952079791979,93.5,42.262,139.71815445297904,452.2699615960939,,,0.1967575368986622,1,0.15966956518074452,0
1673.013,48.17,48.17,87.74,371.3,45.8,584.0,48.17,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8116751900074002,0.0,56.42651218596743,93.5,42.823,141.57282022005396,458.2735451571039,,,0.16028636652052425,1,0.15872467919023017,0
1674.352,48.17,48.17,83.64,371.2,43.2,589.0,48.17,199.8,0.0,400.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.803343210852334,0.0,53.7752724071266,93.5,40.392,133.5359352293959,432.2580163927269,,,0.17486501272324062,1,0.15788458926916152,0
1675.685,48.18,48.18,81.79,371.2,46.1,585.0,48.17,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.8,2890.8,0.8766618796152728,0.0,52.5858384765529,93.5,43.1035,142.47057648401824,461.2753369376088,,,0.10096651772040466,1,0.1576905366811885,0
1677.024,48.17,48.17,88.05,371.2,46.9,588.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8284663771378384,0.0,56.61062572271039,93.5,43.8515,144.9730407930247,469.28011501895577,,,0.11366192610379622,1,0.1561561249128228,0
1678.361,48.16,48.16,83.38,371.2,39.8,589.0,48.17,199.8,0.0,400.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.7424249978335552,0.0,53.6081087195865,93.5,37.213,123.05170784883722,398.237709547003,,,0.07522387538964825,1,0.15217229567566332,0
1679.694,48.18,48.17,81.61,371.1,46.0,587.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.8,2890.2000000000003,0.8769258494517977,0.0207598090097539,52.45597450315381,93.5,43.01,142.19104214241227,460.27473967744055,,,0.19860792874981492,1,0.1544332500659437,0
1681.027,48.16,48.17,87.74,371.2,47.0,588.0,48.17,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8331661805179321,0.0207598090097696,56.41131517218182,93.5,43.945,145.28215175420385,470.2807122791241,,,0.11482847380376149,1,0.15606847010518438,0
1682.365,48.17,48.17,82.76,371.1,40.1,588.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7538280766826614,0.0,53.19515316604594,93.5,37.4935,123.953495432842,401.2395013275079,,,0.0844280140885969,1,0.15426313334063171,0
1683.697,48.16,48.17,81.88,371.1,46.1,584.0,48.17,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8759342532684077,0.0207598090097696,52.62952079791979,93.5,43.1035,142.5001531035914,461.2753369376088,,,0.1923334045636138,1,0.1544855978527392,0
1685.034,48.16,48.16,86.64,371.2,46.2,591.0,48.17,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8293826327953584,0.0,55.704084186435296,93.5,43.197,142.8389171511628,462.2759341977773,,,0.1672737964610186,1,0.15427484149371334,0
1686.367,48.18,48.18,84.17,371.2,43.8,587.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.8,2890.8,0.8093720231154727,0.0,54.11602915480447,93.5,40.953,135.3625,438.2615999537369,,,0.1064425693278852,1,0.15358175663927362,0
1687.702,48.17,48.17,83.95,371.2,46.0,584.0,48.17,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8522529953791124,0.0,53.974582957655166,93.5,43.01,142.19104214241227,460.27473967744055,,,0.19123238945216142,1,0.15358908400440344,0
1689.036,48.17,48.17,85.23,371.2,45.9,591.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8376288019525964,0.0,54.79754265016021,93.5,42.916500000000006,141.88193118123314,459.27414241727234,,,0.1848940739109845,1,0.1530100552467498,0
1690.368,48.17,48.17,83.16,371.1,45.3,587.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8474852331261327,0.0,53.45225878792147,93.5,42.3555,140.02726541415817,453.2705588562621,,,0.20101296353471315,1,0.1577173431965338,0
1691.704,48.16,48.17,85.76,371.3,45.0,587.0,48.17,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8159098287661255,0.0207598090097696,55.1531534655638,93.5,42.075,139.0999325306207,450.268767075757,,,0.19374348190795088,1,0.16195901774385135,0
1693.04,48.16,48.17,83.82,371.1,42.3,591.0,48.17,199.8,0.0,400.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.7851291991301493,0.0207598090097696,53.87648306401608,93.5,39.5505,130.75393657878345,423.2526410512116,,,0.14517428681404698,1,0.1637666369417997,0
1694.372,48.17,48.17,81.74,371.1,45.5,588.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8660145357778469,0.0,52.53953383026335,93.5,42.5425,140.6454873365165,455.2717533765989,,,0.19877221777799742,1,0.1645633850713347,0
1695.706,48.17,48.16,87.56,371.3,46.5,585.0,48.17,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.825774796088195,0.0207641196013414,56.310752302294375,93.5,43.4775,143.7664425872093,465.2777259782823,,,0.1427142133481244,1,0.1627227957987708,0
1697.044,48.16,48.16,83.33,371.1,41.5,587.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.7748098499968931,0.0,53.56152867721856,93.5,38.80250000000001,128.30768531976747,415.24786296986497,,,0.14370963436582596,1,0.1615278720894739,0
1698.385,48.17,48.16,82.1,371.1,47.0,584.0,48.16,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.890641892963718,0.0207641196013414,52.77092888995133,93.5,43.945,145.31231831395348,470.280712279124,,,0.10477691484665974,1,0.16061218163275062,0
1699.722,48.17,48.17,86.15,371.2,46.4,589.0,48.16,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8377107794393874,0.0,55.38904492914821,93.5,43.384,143.4274859871289,464.27712871811394,,,0.17428594005879444,1,0.16115422115594177,0
1701.059,48.16,48.16,81.7,371.0,45.2,587.0,48.16,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8609577531159321,0.0,52.49967241297797,93.5,42.262,139.74716569767443,452.26996159609376,,,0.1981797951213226,1,0.16110672067294798,0
1702.393,48.17,48.17,86.46,371.2,45.0,585.0,48.17,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8095220592818599,0.0,55.58835547967677,93.5,42.075,139.0999325306207,450.268767075757,,,0.17859129988771505,1,0.16079221842449024,0
1703.727,48.17,48.17,83.46,371.2,41.2,589.0,48.16,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7678037709388384,0.0,53.65954370036807,93.5,38.52199999999999,127.3537160058127,412.2460711893597,,,0.1281461849047928,1,0.15867439789242063,0
1705.062,48.16,48.16,81.88,371.1,46.3,585.0,48.17,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.879734401872609,0.0,52.62952079791979,93.5,43.2905,143.14809229651163,463.2765314579457,,,0.17646300745230448,1,0.15779067995083632,0
1706.399,48.16,48.16,86.77,371.2,46.6,590.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8353100840384534,0.0,55.787666030205344,93.5,43.57099999999999,144.0756177325581,466.27832323845047,,,0.1481623984698811,1,0.15695066341192815,0
1707.733,48.16,48.17,83.73,371.1,41.7,587.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.7748245666780497,0.0207598090097696,53.81863429909409,93.5,38.9895,128.8992708117085,417.2490574902015,,,0.12899844192152188,1,0.15493322631804948,0
1709.068,48.17,48.17,84.04,371.2,46.6,584.0,48.16,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8624447405047192,0.0,54.03244731103442,93.5,43.571,144.04570790948722,466.2783232384506,,,0.1430056386997286,1,0.1537082646397106,0
1710.404,48.16,48.16,84.87,371.2,44.7,591.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8191901582483744,0.0,54.56608523664316,93.5,41.7945,138.20128997093025,447.26697529525205,,,0.18865673819031803,1,0.15520650143386033,0
1711.741,48.17,48.16,82.01,371.0,45.3,587.0,48.16,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8596008834071596,0.0207641196013414,52.698875576356464,93.5,42.3555,140.05634084302326,453.2705588562621,,,0.20412187534521814,1,0.15545197938207886,0
1713.079,48.16,48.16,87.83,371.2,46.7,585.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8269997969221597,0.0,56.46917952556109,93.5,43.66449999999999,144.38479287790696,467.278920498619,,,0.11954433272208964,1,0.15409391158879773,0
1714.418,48.16,48.16,83.16,371.1,40.9,589.0,48.16,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.7651687866414751,0.0,53.45225878792147,93.5,38.2415,126.4526344476744,409.2442794088548,,,0.11809225951270452,1,0.1522014864817799,0
1715.753,48.16,48.16,82.85,371.2,46.2,582.0,48.17,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8673230091175602,0.0,53.26735197190863,93.5,43.19700000000001,142.83891715116283,462.27593419777736,,,0.1890363751715297,1,0.15513714839681736,0
1717.09,48.18,48.17,84.17,371.2,44.3,591.0,48.17,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.8,2890.2000000000003,0.818611429772042,0.0207598090097539,54.11602915480447,93.5,41.4205,136.9361558023666,443.26458625457855,,,0.19836216393999118,1,0.15796048965802387,0
1718.437,48.16,48.17,81.57,371.1,46.8,585.0,48.17,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8926142361727257,0.0207598090097696,52.430263940966256,93.5,43.758,144.6639298318455,468.2795177587872,,,0.12284341956586231,1,0.15954780779723096,0
1719.768,48.17,48.17,87.3,371.3,46.1,590.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8211095534633355,0.0,56.14354358143329,93.5,43.1035,142.5001531035914,461.2753369376088,,,0.16557924791685358,1,0.15844685176946563,0
1721.108,48.17,48.16,82.58,371.1,44.4,587.0,48.17,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8364818264963086,0.0207641196013414,53.07945563620196,93.5,41.514,137.27376453488372,444.26518351474704,,,0.19177386259846474,1,0.16101169806262236,0
1722.444,48.17,48.16,87.69,371.3,47.2,587.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8369631784663637,0.0207641196013414,56.39435666272492,93.5,44.132,145.93066860465115,472.2819067994607,,,0.07652032736829051,1,0.16074810850527885,0
1723.784,48.16,48.17,83.6,371.2,41.8,588.0,48.16,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.77768085828344,0.0207598090097696,53.74955491673581,93.5,39.083,129.2083817728877,418.24965475037,,,0.13512589061647218,1,0.15884119137370745,0
1725.117,48.16,48.16,85.27,371.2,45.3,587.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8262916120614479,0.0,54.82326014055099,93.5,42.3555,140.05634084302326,453.2705588562621,,,0.20372158340569868,1,0.16005611760519678,0
1726.486,48.17,48.16,82.85,371.1,44.2,588.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8300001576868216,0.0207641196013414,53.25300193096793,93.5,41.327,136.65541424418603,442.2639889944103,,,0.1948433151816505,1,0.16300280913365564,0
1727.824,48.17,48.16,88.05,371.3,46.6,585.0,48.17,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8229453200172137,0.0207641196013414,56.62587643007103,93.5,43.571,144.07561773255813,466.2783232384506,,,0.11543100607090517,1,0.16047609635428045,0
1729.161,48.16,48.16,83.16,371.2,39.6,587.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.740648436460419,0.0,53.4666625224372,93.5,37.026,122.43335755813952,396.2365150266663,,,0.06335077584233173,1,0.15642465308532533,0
1730.493,48.16,48.17,83.46,371.2,46.2,583.0,48.17,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2890.2000000000003,0.8609838402275325,0.0207598090097696,53.65954370036807,93.5,43.197,142.8092640647706,462.2759341977773,,,0.1810180677621917,1,0.15575815655957465,0
1731.83,48.17,48.17,83.73,371.2,43.6,589.0,48.17,199.8,0.0,399.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8099100781358648,0.0,53.83313676050586,93.5,40.76599999999999,134.77237907411248,436.2604054334001,,,0.18438024179635365,1,0.15544604855585473,0
1733.168,48.17,48.17,81.97,371.1,46.7,586.0,48.17,199.8,0.0,398.0,49.9,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8863604387062733,0.0,52.68736956284179,93.5,43.66449999999999,144.35481887066635,467.27892049861896,,,0.13858811702517493,1,0.1552265095628923,0
1734.505,48.16,48.16,86.37,371.2,46.0,592.0,48.16,199.8,0.0,400.0,49.9,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8283737288650743,0.0,55.53049112629752,93.5,43.00999999999999,142.22056686046508,460.2747396774405,,,0.17254945344635292,1,0.15435241741850414,0
1735.838,48.16,48.15,82.19,371.1,44.9,587.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.0,0.8499155572617737,0.0207684319833821,52.82877765487332,93.5,41.9815,138.84847092419523,449.2681698155888,,,0.12304521346762154,1,0.15369678408915408,0
1737.176,48.16,48.16,88.13,371.2,47.8,587.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8435979808453066,0.0,56.66206070349195,93.5,44.693,147.7857194767442,478.2854903604708,,,0.012817631037558619,1,0.14933371731154518,0
1738.511,48.15,48.16,83.6,371.1,41.7,589.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2889.0,2889.6,0.776029437415707,0.0207641196013257,53.73507497198454,93.5,38.9895,128.9260356104651,417.2490574902015,,,0.1488325540460863,1,0.15080223861819272,0
1739.842,48.17,48.16,83.73,371.2,45.7,583.0,48.17,199.8,0.0,398.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2889.6,0.8489195085047941,0.0207641196013414,53.83313676050586,93.5,42.7295,141.29304142441862,457.2729478969356,,,0.1895296919515787,1,0.15131036368128553,0
1741.179,48.17,48.17,84.12,371.2,42.7,588.0,48.16,199.8,0.0,399.0,50.0,959.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.7895143283096264,0.0,54.083882291816,93.5,39.92450000000001,131.9903804235001,427.2550300918851,,,0.15405428916383263,1,0.14983951348270252,0
1742.513,48.16,48.16,81.92,371.1,46.6,586.0,48.17,199.8,0.0,399.0,50.0,960.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8850022836535305,0.0,52.65523136010735,93.5,43.571,144.07561773255813,466.2783232384506,,,0.14533783870520278,1,0.14873106477661877,0
1743.85,48.16,48.16,85.49,371.2,45.6,591.0,48.16,199.8,0.0,399.0,50.0,960.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8296232807983358,0.0,54.96470633770029,93.5,42.636,140.9838662790698,456.2723506367672,,,0.1876464953721445,1,0.15071440845886383,0
1745.184,48.16,48.16,82.01,371.1,45.3,588.0,48.17,199.8,0.0,398.0,49.9,960.0,37.0,2.23,-11.5,32.0,2889.6,2889.6,0.8593692474913937,0.0,52.713080125029336,93.5,42.3555,140.05634084302326,453.2705588562621,,,0.20412187534521814,1,0.15163637072196096,0
1746.524,48.17,48.17,86.5,371.3,46.2,590.0,48.16,199.8,0.0,399.0,49.9,960.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.8305012520159823,0.0,55.62905520955304,93.5,43.197,142.8092640647706,462.2759341977773,,,0.1820524330481228,1,0.15276603854123566,0
1747.86,48.17,48.17,82.85,371.1,45.1,586.0,48.16,199.8,0.0,398.0,50.0,960.0,37.0,2.23,-11.5,32.0,2890.2000000000003,2890.2000000000003,0.846900613386327,0.0,53.25300193096793,93.5,42.1685,139.40904349179988,451.2693643359255,,,0.20687167072346752,1,0.15536181283463385,0
